TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T21048,C8031130,15/3/82,M,DELHI,163396.31,27/9/16,130932,50.0
T21049,C2924646,16/11/81,F,GURGAON,151688.93,23/9/16,203056,237.0
T21050,C2016071,1/3/92,M,NEW DELHI,0.37,23/9/16,203351,265.0
T21051,C1634344,15/5/94,M,NEVILLE HOUSE MUMBAI,10065.69,23/9/16,203215,30.0
T21052,C2733789,16/7/91,M,KAVALAPPARA PALAKKAD,998.93,23/9/16,203723,240.0
T21053,C3539511,24/4/98,M,AGRA,305.35,23/9/16,192038,30.0
T21054,C1441192,14/6/89,M,WARANGAL,5371.85,27/9/16,132939,324.0
T21055,C2538633,20/11/66,F,NEW DELHI,172850.04,27/9/16,124805,10350.0
T21056,C7921486,10/7/93,M,MAINPURI,13299.87,27/9/16,125608,200.0
T21057,C8010432,1/1/1800,M,FARIDABAD,862.21,27/9/16,125859,500.0
T21058,C6714879,21/12/87,F,BANGALORE,12783.48,27/9/16,130127,177.0
T21059,C8434023,21/7/92,M,DELHI,5471.25,27/9/16,130453,411.0
T21060,C7741418,17/7/77,M,COIMBATORE,23695.83,23/9/16,195423,920.0
T21061,C6934717,27/11/79,M,ERODE,7175.35,23/9/16,195620,396.0
T21062,C5660240,30/5/82,M,HYDERABAD,144.69,23/9/16,195739,220.0
T21063,C3618935,10/9/60,M,BANGALORE,237565.85,23/9/16,130113,25000.0
T21064,C2532384,16/6/90,M,MUMBAI,169975.21,23/9/16,125048,2230.0
T21065,C3315927,22/5/77,F,THRISSUR,556093.54,23/9/16,131917,3495.0
T21066,C5428489,30/4/83,F,DELHI,21766.04,23/9/16,195623,650.0
T21067,C5478330,12/8/77,M,39 OPP HSBC BUILDING GURGAON,9113.07,23/9/16,194509,350.0
T21068,C2159450,29/12/88,F,BANGALORE,151.64,23/9/16,194554,66.0
T21069,C2034490,28/10/88,M,NEW DELHI,65920.02,23/9/16,195013,785.0
T21070,C4731087,29/11/76,M,BANGALORE,20706.06,23/9/16,203845,204.0
T21071,C3061376,12/10/76,F,MUMBAI,24569.15,23/9/16,203850,4773.34
T21072,C5234050,19/11/92,M,KANGRA,1676.95,23/9/16,195350,292.0
T21073,C5619748,9/2/86,F,NEW DELHI,22617.57,23/9/16,201020,500.0
T21074,C6421326,26/8/87,M,NEW DELHI,482.5,23/9/16,130359,50.0
T21075,C4621056,6/2/93,F,NEW DELHI,70429.59,23/9/16,125927,14000.0
T21076,C3787226,1/1/1800,M,WHARF RESTAURNT BANGALORE,765556.07,23/9/16,83506,23.0
T21077,C4578085,16/8/90,M,DELHI,11280.9,23/9/16,130506,560.0
T21078,C5438923,10/8/84,M,VISAKHAPATNAM,14589.85,23/9/16,131444,336.0
T21079,C7817089,5/9/88,M,AMRITSAR,23136.28,23/9/16,195452,174.0
T21080,C5818934,23/9/93,M,BHAVNAGAR,4.05,23/9/16,194948,130.0
T21081,C5610067,1/11/86,M,BANGALORE,4460.02,23/9/16,203834,264.0
T21082,C7714372,1/1/1800,M,HIGH SCHOOL MUMBAI,11782.99,23/9/16,195734,279.77
T21083,C4685758,24/6/88,M,GURGAON,12435.6,23/9/16,195915,269.0
T21084,C2829739,26/8/93,M,CHURU,6465.81,23/9/16,195453,260.0
T21085,C4412521,15/6/92,F,PITHORAGARH,81609.71,23/9/16,195205,299.0
T21086,C6325836,3/8/57,M,NEW DELHI,997087.33,23/9/16,204242,622.0
T21087,C4215527,20/1/88,F,BURDWAN,4624.82,23/9/16,204528,2104.0
T21088,C7625569,1/1/1800,M,THANE,7335.67,23/9/16,130055,6500.0
T21089,C2383718,1/10/87,M,KOLKATA,6252.38,23/9/16,133231,800.0
T21090,C3516464,13/11/92,M,BANGALORE,4684.51,23/9/16,195517,130.0
T21091,C1718354,30/6/80,M,MUMBAI,2247989.37,23/9/16,194554,230.0
T21092,C5011044,18/2/94,M,FARIDABAD,1888.06,23/9/16,195005,50.0
T21093,C4617022,22/5/88,M,MUMBAI,2448.3,23/9/16,195829,420.0
T21094,C2340967,17/12/92,M,GURGAON,4097.25,23/9/16,195752,50.0
T21095,C6635561,25/11/92,F,DELHI,5934.77,23/9/16,130831,560.0
T21096,C3029186,9/8/85,M,JAMMU,10064.56,23/9/16,195048,200.0
T21097,C2637516,1/2/90,M,PATHANAMTHITTA,6732.1,23/9/16,195547,19.0
T21098,C4612046,23/1/87,M,GURGAON,53525.09,23/9/16,195644,220.0
T21099,C3035419,12/11/86,F,NOIDA,4184.27,23/9/16,194123,100.0
T21100,C2325091,14/3/81,M,NEW DELHI,200143.15,23/9/16,203432,1699.0
T21101,C4518236,24/9/87,M,BANGALORE,9705.23,23/9/16,203431,240.0
T21102,C7313588,1/1/89,F,DELHI,9281.42,23/9/16,195340,10.0
T21103,C2416440,27/9/82,M,FARIDABAD,68571.01,23/9/16,194414,260.0
T21104,C7442556,15/3/47,M,CHENNAI,37992.35,23/9/16,204206,1250.79
T21105,C8836684,10/11/89,M,GURGAON,166521.05,23/9/16,204256,440.0
T21106,C3021926,7/5/92,M,KANGRA,3545.3,23/9/16,194225,10.0
T21107,C3827788,14/3/82,M,MUMBAI,132201.64,23/9/16,194225,3580.0
T21108,C5611064,21/2/87,F,DELHI,8773.72,23/9/16,194707,135.0
T21109,C1932243,3/11/92,M,AHMEDABAD,92821.68,23/9/16,194928,252.74
T21110,C8511420,20/7/74,F,GURGAON,174291.38,23/9/16,195130,3192.01
T21111,C7138390,5/3/94,M,BUDAUN,10919.0,23/9/16,125951,50.0
T21112,C4444319,15/10/86,F,NAVI MUMBAI,12126.71,23/9/16,132101,2240.0
T21113,C4310829,6/6/93,F,GURGAON,21556.72,23/9/16,195554,89.0
T21114,C6939785,15/8/80,M,AL KHOBAR,3239.81,23/9/16,194227,635.0
T21115,C4542056,1/6/86,M,PUNE,5882.71,23/9/16,194228,8.0
T21116,C8326491,25/7/91,F,PUNE,76248.02,23/9/16,204736,1478.0
T21117,C4516478,5/6/77,M,FARIDABAD,41519.67,23/9/16,204737,1298.0
T21118,C1141441,27/4/91,F,RATNAGIRI,9159.53,23/9/16,203835,270.0
T21119,C4133431,23/12/83,M,DELHI,307628.28,23/9/16,203836,3104.0
T21120,C7219780,9/2/86,F,NEW DELHI,22617.57,23/9/16,203841,1534.0
T21121,C4639082,18/6/67,M,DELHI,22306.14,23/9/16,202018,2220.7
T21122,C8788670,17/7/82,M,MUMBAI,73380.75,23/9/16,202022,265.0
T21123,C4137538,10/5/90,M,GURGAON,17992.31,23/9/16,202109,110.0
T21124,C5128477,16/11/86,M,VALSAD,12182.12,23/9/16,204646,30.0
T21125,C2515360,10/9/95,F,ALWAR,8.15,23/9/16,124634,40.0
T21126,C6818559,7/7/81,M,AGARTALA,80953.13,23/9/16,124915,2500.0
T21127,C3514424,16/6/84,M,NOIDA,132699.5,23/9/16,131927,1500.0
T21128,C2326288,25/8/87,M,BANGALORE,47917.36,23/9/16,132152,55.0
T21129,C2241763,15/1/91,M,BANGALORE,82.34,23/9/16,194339,749.0
T21130,C5924728,30/5/79,M,BENGALURU,23751.69,23/9/16,194507,400.0
T21131,C5057716,2/11/57,F,MUMBAI,13225.76,23/9/16,74330,1.0
T21132,C1221950,18/11/91,F,KOLKATA,27344.16,23/9/16,195446,1627.0
T21133,C4633064,,M,DELHI,77408.3,23/9/16,195655,1000.0
T21134,C3422088,16/11/94,F,GURGAON,57720.95,23/9/16,194459,3068.0
T21135,C1616437,3/6/91,M,BANGALORE,62400.44,23/9/16,204243,50.0
T21136,C7437686,17/5/79,M,PUNE,96515.25,23/9/16,204453,646.0
T21137,C6041954,1/1/1800,M,DELHI,914129.29,23/9/16,200410,3429.0
T21138,C3064835,12/7/83,M,INDORE,10718.58,23/9/16,200412,144.0
T21139,C3940419,1/1/1800,M,SECUNDERABAD,118066.12,23/9/16,200320,5000.0
T21140,C8433347,3/4/87,M,NEW DELHI,22656.17,23/9/16,200850,150.0
T21141,C3843623,3/1/83,M,MUMBAI,180.64,23/9/16,201431,465.0
T21142,C2088411,12/6/71,M,CHENNAI,38437.89,23/9/16,202836,870.0
T21143,C4722523,1/1/1800,F,MUMBAI,626344.56,23/9/16,124657,6930.0
T21144,C2931569,30/3/94,F,GURGAON,37162.82,23/9/16,124914,499.0
T21145,C2447247,15/3/89,M,NEW DELHI,24717.04,23/9/16,135134,1240.0
T21146,C3735754,13/3/85,M,PUNE,32754.98,23/9/16,135402,90.0
T21147,C8735360,5/1/86,M,COIMBATORE,91447.09,23/9/16,202330,615.0
T21148,C4045847,8/10/91,M,BANGALORE,5069.19,23/9/16,202818,250.0
T21149,C3412157,14/3/92,M,DELHI,52.51,23/9/16,113921,61.35
T21150,C8411333,24/10/89,M,MUMBAI,22595.91,23/9/16,210922,500.0
T21151,C3433458,24/11/86,M,BAREILLY,4723.32,23/9/16,201521,252.0
T21152,C8933564,2/5/86,M,VIRUDHUNAGAR,21543.76,23/9/16,201522,3460.0
T21153,C3731424,7/9/78,M,KOLKATA,160279.8,23/9/16,201722,6505.75
T21154,C5324435,2/9/88,F,BOMMANAHALLI BANGALORE,21067.88,23/9/16,210926,2138.0
T21155,C4714792,10/7/90,M,AHMEDABAD,19765.67,23/9/16,210927,6431.0
T21156,C7615117,18/12/81,M,VAPI,18595.79,23/9/16,204953,1521.0
T21157,C4133987,24/2/88,M,FARIDABAD,9927.56,23/9/16,202548,100.0
T21158,C7539246,15/1/87,M,AHMEDABAD,19777.11,23/9/16,202738,65.0
T21159,C3240879,6/3/94,F,DELHI,12913.39,23/9/16,203231,2999.0
T21160,C4121780,14/9/63,M,KOTTAYAM,21132.82,23/9/16,124913,500.0
T21161,C6234179,9/9/89,M,NADIA,1340.53,23/9/16,132222,6348.47
T21162,C8834843,3/9/83,M,VASAI VIRAR MUNICIPAL PALGHAR VIRAR,9100.35,23/9/16,202331,200.0
T21163,C8314140,1/1/1800,F,KANPUR,253492.37,23/9/16,201008,689.0
T21164,C7643722,2/2/87,F,HISSAR,89785.3,23/9/16,201225,500.0
T21165,C6759582,25/3/86,F,DELHI,49611.83,23/9/16,210534,749.52
T21166,C2335064,7/2/88,M,AHMEDABAD,8567.06,23/9/16,204636,757.73
T21167,C1685420,27/10/76,M,KOLKATA,29178.73,23/9/16,204838,1000.0
T21168,C2919527,15/7/94,M,BHUJ,32.28,23/9/16,202210,197.0
T21169,C7735354,4/8/92,M,THANE,14992.08,23/9/16,203353,810.0
T21170,C4942665,1/1/97,M,FATEHGARH SAHIB,12304.95,23/9/16,130357,123.0
T21171,C2932049,1/1/1800,M,PATIALA,244556.17,23/9/16,93618,1.0
T21172,C2179274,31/7/62,M,SURAT,1825.69,23/9/16,131352,490.0
T21173,C5526377,5/8/75,F,KULLU,14443.12,23/9/16,124805,100.0
T21174,C8417254,26/10/91,F,MUMBAI,32627.48,23/9/16,125052,901.0
T21175,C3936579,7/6/78,F,MUMBAI,131347.85,23/9/16,131443,3698.0
T21176,C7319690,21/10/84,M,DELHI,1892.73,23/9/16,200745,2018.84
T21177,C7142892,4/11/89,F,THIRUVANANTHAPURAM,219310.56,23/9/16,200950,1776.0
T21178,C8517683,20/10/91,F,GURGAON,18100.91,23/9/16,201207,100.0
T21179,C6225821,9/9/78,M,GURGAON,56486.72,23/9/16,210245,1281.0
T21180,C4724665,20/5/85,M,PUNE,16912.42,23/9/16,210246,315.0
T21181,C5643846,4/8/81,F,MUMBAI,31627.97,23/9/16,210521,2199.0
T21182,C7410120,9/5/92,M,DEHRADUN,4932.5,23/9/16,210656,155.0
T21183,C7135112,6/5/90,M,HYDERABAD,961.75,23/9/16,201904,99.96
T21184,C7634371,7/5/79,M,DEWAS,27961.15,23/9/16,202002,1551.0
T21185,C5537633,19/4/82,M,MUMBAI,1656659.56,23/9/16,202124,1647.3
T21186,C5274032,24/10/66,M,KOLKATA,318.4,23/9/16,200749,1218.0
T21187,C5220419,26/1/88,M,GHAZIABAD,66995.15,23/9/16,200752,1048.91
T21188,C5728623,13/3/90,F,NEW DELHI,933.18,23/9/16,211357,1593.0
T21189,C6089178,20/6/85,F,BANGALORE,335348.65,23/9/16,211404,2640.0
T21190,C6417132,25/1/86,M,THANE,11166.24,23/9/16,210719,410.0
T21191,C3931567,11/1/75,M,NEW DELHI,339780.99,23/9/16,130956,1002.0
T21192,C2340767,17/2/88,F,GURGAON,48.3,23/9/16,130742,250.0
T21193,C2725240,31/12/90,M,NEW DELHI,822.41,23/9/16,124724,400.0
T21194,C5827160,25/6/90,M,COIMBATORE,201.84,23/9/16,140201,288.0
T21195,C6627628,22/6/92,M,VADODARA,199.56,23/9/16,140201,768.0
T21196,C2718585,14/3/95,M,MUMBAI,96939.51,23/9/16,202612,210.0
T21197,C3921775,8/4/81,M,KOLHAPUR,489274.17,23/9/16,201836,205.0
T21198,C5912271,15/7/38,F,CHANDIGARH,26389.78,23/9/16,201842,1400.0
T21199,C7491770,17/1/74,M,GURGAON,648070.62,23/9/16,202033,225.0
T21200,C6411412,30/7/88,M,AHMEDABAD,73801.72,23/9/16,204925,790.0
T21201,C2816077,2/10/92,M,NOIDA,42.48,23/9/16,202731,2150.0
T21202,C8318147,6/1/85,M,PANCHKULA,5723.06,23/9/16,202735,1501.0
T21203,C4912812,7/9/92,F,SURAT,364.64,23/9/16,201507,459.52
T21204,C6732054,12/5/81,F,GHATKOPAR (W) MUMBAI,6068.37,23/9/16,201514,222.0
T21205,C2277822,5/5/73,M,PANAJI,1970.77,23/9/16,203848,793.8
T21206,C3613031,16/6/78,M,THANE,15250.29,23/9/16,204139,1180.0
T21207,C7178717,11/4/85,M,BANGALORE,9819.23,23/9/16,201415,664.0
T21208,C6711668,6/5/84,M,MUMBAI,9763.95,23/9/16,200054,1818.0
T21209,C5996462,13/8/78,M,KOLKATA,23145.38,23/9/16,200343,200.0
T21210,C7620517,28/3/88,F,UTTAM NAGAR,25225.97,23/9/16,202628,415.0
T21211,C1741150,5/2/89,M,BANGALORE,2309.4,23/9/16,200521,228.0
T21212,C7528221,1/2/92,M,EAST DELHI DELHI,968.1,23/9/16,205929,510.0
T21213,C7620979,24/2/85,M,FARIDABAD,5066.95,23/9/16,205935,102.0
T21214,C6515168,5/3/79,M,CHENNAI,531.07,23/9/16,205725,292.0
T21215,C4534289,21/1/94,M,MATHURA,1917.13,23/9/16,205740,939.0
T21216,C1177585,1/10/92,F,VADODARA,16937.57,23/9/16,125709,363.0
T21217,C1616431,1/1/1800,M,MYSORE,1563.53,23/9/16,124735,8299.0
T21218,C2810515,9/11/82,M,NEW DELHI,1027.51,23/9/16,201038,400.0
T21219,C5973470,24/9/85,M,GURGAON,264428.04,23/9/16,104254,410.0
T21220,C1214279,4/8/93,F,RANGA REDDY,78559.14,23/9/16,204201,220.0
T21221,C4737848,15/3/87,F,NEW DELHI,6748.69,23/9/16,203940,1000.0
T21222,C5839175,,M,PATIALA,32598.06,23/9/16,200903,612.65
T21223,C7816915,16/9/83,M,HOSHIARPUR,205.88,23/9/16,200713,100.0
T21224,C2493578,30/6/87,M,NEW DELHI,1496.87,23/9/16,202527,715.0
T21225,C6414218,2/2/90,M,ARAKKONAM,3788.48,23/9/16,202527,200.0
T21226,C5958920,5/7/88,M,BANGALORE,803.99,23/9/16,200740,532.0
T21227,C8233932,16/7/78,M,BANGALORE,77138.69,23/9/16,200856,697.7
T21228,C8027178,12/7/78,F,NOIDA,27090.87,23/9/16,200918,2149.0
T21229,C3827927,5/11/94,F,NEW DELHI,19574.64,23/9/16,201423,1298.0
T21230,C4836364,13/8/74,M,LANE BOWRAMPET HYDERABAD,28516.79,23/9/16,211202,1250.0
T21231,C6820926,11/1/85,M,MUMBAI,36041.15,23/9/16,211523,890.0
T21232,C7016172,9/10/94,M,INDORE,1781.34,23/9/16,211524,2370.0
T21233,C5530675,21/9/89,F,GURGAON,64670.73,23/9/16,132333,12.0
T21234,C1016838,1/1/1800,F,MUMBAI,14846.06,23/9/16,124809,3643.0
T21235,C6124419,21/8/91,M,PUDUKKOTTAI (DT),9.82,23/9/16,140132,42.0
T21236,C5814281,16/10/81,M,RAIPUR,23897.84,23/9/16,140307,800.0
T21237,C7416679,14/8/90,M,MUMBAI,19487.05,23/9/16,140218,1019.72
T21238,C4618975,1/1/1800,M,AHMEDNAGAR,87763.45,23/9/16,204626,185.0
T21239,C6234552,12/6/82,M,MUMBAI,3000.01,23/9/16,204818,790.0
T21240,C2916546,25/12/86,F,DELHI,102332.64,23/9/16,191935,2760.0
T21241,C7319242,13/9/94,M,MUMBAI,1138.01,23/9/16,95006,50.0
T21242,C2328865,15/3/89,M,GURGAON,14485.4,23/9/16,192006,520.0
T21243,C8620872,14/9/79,M,THANE,102161.6,23/9/16,203845,565.0
T21244,C2531650,25/1/81,M,DELHI,75518.62,23/9/16,210219,629.4
T21245,C1913867,30/5/93,M,PUNE,5697.47,23/9/16,194107,320.0
T21246,C6421723,18/12/72,F,MUMBAI,0.0,23/9/16,110717,60.0
T21247,C1246153,12/5/89,M,GANDHINAGAR,47215.01,23/9/16,203542,349.0
T21248,C5714462,17/1/88,F,KOLKATA,16049.34,23/9/16,203544,13119.0
T21249,C7432679,5/5/90,M,DELHI,3474.2,23/9/16,121312,96.0
T21250,C3336220,8/9/80,F,CHENNAI,5228.41,23/9/16,134431,720.3
T21251,C3941844,23/5/84,M,BANGALORE,98354.89,23/9/16,134616,2500.47
T21252,C2316292,6/3/69,M,BANGALORE,52358.54,23/9/16,134911,932.4
T21253,C1138519,29/12/88,M,VIDISHA,108781.56,23/9/16,115951,65.0
T21254,C8224188,22/3/90,F,HYDERABAD,35795.49,23/9/16,114932,28.0
T21255,C3419684,28/12/54,M,NEW DELHI,25525.44,23/9/16,203542,2500.0
T21256,C4812659,4/1/94,F,DELHI,273452.12,23/9/16,203812,1840.0
T21257,C6427669,12/7/91,M,NOIDA,21736.59,23/9/16,203813,512.0
T21258,C5915229,10/2/85,F,RANGA REDDY,19526.37,23/9/16,204030,363.05
T21259,C5782086,7/11/92,M,MUMBAI,13614.97,23/9/16,193410,297.0
T21260,C4630549,5/7/78,M,BHUBANESHWAR,27010.67,23/9/16,210730,1598.0
T21261,C3317870,5/8/86,M,DELHI,14309.41,23/9/16,210732,160.0
T21262,C8530929,4/11/82,M,NOIDA,158444.12,23/9/16,211034,2452.8
T21263,C8713036,14/4/83,M,NEW DELHI,21995.22,23/9/16,211036,100.0
T21264,C4137961,24/6/80,M,HYDERABAD,15865.71,23/9/16,210911,550.0
T21265,C8618047,20/6/73,M,CHENNAI,6584.8,23/9/16,211306,585.0
T21266,C8279343,9/8/73,M,GAUTAMBUDH NAGAR,101456.61,23/9/16,203023,287.0
T21267,C5329236,15/5/90,F,AHMEDABAD,45421.51,23/9/16,135639,3118.0
T21268,C4525376,1/1/1800,M,KOLKATA,133203.58,23/9/16,140005,79600.0
T21269,C4729224,7/7/82,M,MURUGESHPALLYA BANGALORE,91508.74,23/9/16,210552,1052.0
T21270,C7223992,14/5/93,F,GURGAON,11456.3,23/9/16,210727,4067.0
T21271,C2338982,9/8/91,M,DELHI,8244.96,23/9/16,192854,300.0
T21272,C2295320,18/9/87,F,NEW DELHI,20673.83,23/9/16,211111,250.0
T21273,C8624776,6/5/90,F,MUMBAI,15862.23,23/9/16,211115,675.0
T21274,C1033050,1/6/78,M,THRISSUR,81653.15,23/9/16,204857,419.0
T21275,C1910079,1/1/1800,M,MUMBAI,2922877.73,23/9/16,204857,4867.0
T21276,C5346571,9/11/91,F,DELHI,78621.23,23/9/16,204939,350.0
T21277,C4120985,19/11/70,F,MUMBAI,1330.17,23/9/16,204940,1260.0
T21278,C8327231,4/1/80,F,BANGALORE,51032.09,23/9/16,115238,1920.0
T21279,C7035059,25/7/74,M,GURGAON,24225.91,23/9/16,140304,9991.0
T21280,C6448686,11/11/78,M,ITANAGAR,371.56,23/9/16,41213,25.0
T21281,C1430833,7/8/89,F,NAVIMUMBAI,273175.27,23/9/16,121015,169.06
T21282,C5234649,18/3/88,M,MUMBAI,3186.2,23/9/16,134258,315.0
T21283,C6639433,12/1/99,F,REWARI (HARYANA),9572.53,22/9/16,32025,1404.0
T21284,C6513587,19/8/93,M,NEW DELHI,334906.67,22/9/16,32129,1160.0
T21285,C1739426,12/1/99,F,REWARI (HARYANA),9572.53,22/9/16,32614,1410.0
T21286,C7936311,18/4/94,M,NOIDA,19763.87,22/9/16,15442,158.0
T21287,C5938968,10/5/86,M,AURANGABAD,299938.39,22/9/16,20352,36557.13
T21288,C3727042,26/9/94,M,DELHI,5862.94,22/9/16,33033,312.0
T21289,C3379544,2/7/92,M,PUNE,2651.09,22/9/16,22417,30.0
T21290,C5559313,23/6/73,F,DELHI,596543.32,22/9/16,21412,1714.62
T21291,C3078268,5/10/93,M,COIMBATORE,13605.87,27/9/16,141929,315.0
T21292,C7314146,5/6/80,M,NOIDA,320419.65,23/9/16,192831,875.16
T21293,C1312939,,F,MUMBAI,84098.47,23/9/16,192120,10454.0
T21294,C9045516,1/11/74,M,NOIDA,15869.79,23/9/16,192120,150.0
T21295,C8239592,5/1/87,M,GURGAON,49936.98,23/9/16,95121,0.0
T21296,C7946683,31/8/84,F,BANGALORE,11490.54,23/9/16,190402,971.0
T21297,C8038119,6/5/93,M,MUMBAI,157049.36,22/9/16,22824,3000.0
T21298,C7241448,1/1/1800,M,PETROL PUMP THANE,10489.1,22/9/16,22937,1290.0
T21299,C3927075,12/5/86,M,(INDIA ) NAGPUR,4246.43,22/9/16,22956,313.0
T21300,C8021085,1/1/1800,F,MUMBAI,338160.15,22/9/16,20236,1912.07
T21301,C8529650,18/12/94,M,TK KANCHEEPURAM DIST,169.2,22/9/16,21153,20.0
T21302,C1942316,31/7/89,M,ELPHINSTONE ROAD MUMBAI,917.73,22/9/16,23132,750.0
T21303,C8721617,11/11/89,M,PANCHKULA,396428.51,22/9/16,21416,10548.0
T21304,C1993933,20/9/93,F,MUMBAI,27972.82,22/9/16,22201,100.0
T21305,C6228180,3/4/94,M,DINDIGUL,70.09,22/9/16,113,10.0
T21306,C6425556,21/6/48,M,BAREILLY,5101.29,22/9/16,12628,1714.62
T21307,C5831479,29/7/86,F,MUMBAI,3.25,22/9/16,15317,2500.0
T21308,C8529141,3/1/91,F,MUMBAI,35110.41,22/9/16,20541,1148.0
T21309,C4879578,2/7/92,M,PUNE,2651.09,22/9/16,22236,59.0
T21310,C2828576,10/11/84,M,KICHHA,81606.28,22/9/16,12121,95.0
T21311,C2913774,9/12/90,F,SIRMOUR,54317.3,22/9/16,12927,115.0
T21312,C4916545,7/4/77,M,KOLKATA,9383.01,22/9/16,12932,299.0
T21313,C4439156,24/12/88,F,GURGAON,18498.66,23/9/16,200625,383.2
T21314,C1236742,21/1/93,F,MUMBAI,6089.52,23/9/16,200702,30.0
T21315,C7230338,30/5/80,M,JUNGPURA,361199.89,23/9/16,200703,4600.0
T21316,C6114846,16/9/79,M,SUBURB BANGALORE,6389.28,23/9/16,200812,404.0
T21317,C1214680,30/11/96,M,DELHI,632.53,23/9/16,200531,100.85
T21318,C8228319,1/1/1800,M,THANE,558.37,23/9/16,132423,1.0
T21319,C1624121,25/6/92,F,GURGAON,3218.2,23/9/16,133608,200.0
T21320,C8179677,31/12/83,M,PRATAPGARH,20790.51,23/9/16,133649,1205.0
T21321,C5814913,28/9/85,M,GHAZIABAD,99731.64,23/9/16,131651,297.0
T21322,C7910137,5/9/88,F,NOIDA,312.39,23/9/16,204004,236.18
T21323,C6140820,23/8/85,M,PUNE,11022.21,23/9/16,202841,296.0
T21324,C2810265,15/5/77,M,GONDA,27410.51,23/9/16,203320,1353.0
T21325,C8713630,11/6/79,M,ANDHERI(E) MUMBAI,5309.94,23/9/16,203333,475.0
T21326,C1088282,24/1/85,M,DELHI,28276.35,23/9/16,202420,132.49
T21327,C1216914,27/10/92,F,NOIDA,9401.24,23/9/16,201255,1065.0
T21328,C3613745,29/9/94,M,CHENNAI,20632.71,23/9/16,201255,584.0
T21329,C9032988,2/4/71,M,CHANDIGARH,125265.89,23/9/16,203110,500.0
T21330,C3720839,2/12/76,F,THANE,9132.87,23/9/16,201123,325.0
T21331,C2915021,7/8/88,M,ALWAR,5013.87,23/9/16,192026,10.0
T21332,C7837156,6/12/93,F,HYDERABAD,11909.14,23/9/16,201130,50.0
T21333,C6632069,12/5/81,F,GHATKOPAR (W) MUMBAI,6068.37,23/9/16,200848,126.0
T21334,C5816512,8/9/89,M,GURGAON,28063.72,23/9/16,200637,705.0
T21335,C3533247,30/10/89,M,DHANBAD,21817.22,23/9/16,200403,50.0
T21336,C2416281,12/7/87,M,GURGAON,126711.94,23/9/16,201218,242.86
T21337,C4514733,23/1/95,M,GAYA,1281.99,23/9/16,131844,498.1
T21338,C7341457,24/8/96,F,GHAZIABAD,221408.76,23/9/16,132820,649.0
T21339,C1114790,9/5/83,M,MUMBAI,300425.12,23/9/16,204050,273.0
T21340,C2782851,23/7/81,M,PUNE,5946.56,23/9/16,204143,325.0
T21341,C6939073,18/6/67,M,DELHI,22306.14,23/9/16,203949,1955.0
T21342,C6296613,18/10/81,M,NAGPUR,267018.19,23/9/16,204239,555.0
T21343,C6630360,24/6/81,M,BANGALORE,67.87,23/9/16,200417,173.0
T21344,C4925738,24/8/84,F,GAUTAM BUDDHANAGAR,2391.91,23/9/16,200642,600.0
T21345,C6424151,19/6/76,M,MUMBAI,32193.22,23/9/16,201652,100.0
T21346,C7636986,5/2/86,M,PUNE,28565.31,23/9/16,201118,610.0
T21347,C6021961,29/3/74,M,KOLKATA,304610.84,23/9/16,202659,1300.0
T21348,C2369880,7/11/90,M,NEW DELHI,51209.88,23/9/16,204030,70.0
T21349,C2923583,18/5/93,F,GUNTUR,2501.15,23/9/16,133231,850.0
T21350,C5677854,8/11/95,M,KASHIPUR,15677.93,23/9/16,134123,1500.0
T21351,C8326767,15/1/89,F,HYDERABAD,3397.91,23/9/16,113042,45.0
T21352,C3636276,26/6/82,F,JODHPUR,253.39,23/9/16,203826,1330.0
T21353,C8517934,12/9/84,F,NEW DELHI,5316.91,23/9/16,202703,2865.0
T21354,C2597333,3/7/89,M,THANE,251312.42,23/9/16,202713,500.0
T21355,C2439456,10/12/76,M,GURGAON,17682.2,23/9/16,202951,2790.0
T21356,C6568992,21/3/90,M,SBS NAGAR,66648.08,23/9/16,200415,633.0
T21357,C5632934,11/8/83,M,DEHRADUN,5518.01,23/9/16,200616,99.0
T21358,C1513359,6/5/91,F,RAIPUR,60045.3,23/9/16,201048,2200.0
T21359,C3137536,17/9/76,M,NEW DELHI,34998.09,23/9/16,185348,443.0
T21360,C5841643,14/1/58,M,RANCHI,22483.69,23/9/16,185356,489.0
T21361,C6124739,1/1/1800,M,PUNE,37451.59,23/9/16,184546,5000.0
T21362,C2664280,11/4/88,F,DELHI,47.95,23/9/16,190528,642.0
T21363,C2734266,2/9/69,F,GURGAON,631030.56,23/9/16,190534,633.0
T21364,C9041445,6/9/77,M,THANE,6918.82,23/9/16,132731,397.0
T21365,C4136913,5/2/94,M,NEW DELHI,18574.57,23/9/16,132816,100.0
T21366,C1864336,24/6/97,M,NEW DELHI,14742.23,23/9/16,132818,66.0
T21367,C7628027,4/12/85,F,KOCHI,28.74,23/9/16,131056,150.0
T21368,C9035251,19/9/87,M,CHANDIGARH,14647.26,23/9/16,204020,398.0
T21369,C1212769,8/1/91,M,NEW DELHI,35301.88,23/9/16,185105,100.0
T21370,C6693525,19/10/89,M,GURGAON,8893.51,23/9/16,184210,727.0
T21371,C3332257,12/1/90,M,KOLKATA,29493.81,23/9/16,204300,520.0
T21372,C6258030,21/8/92,F,VIRUDHUNAGAR,9277.27,23/9/16,204351,497.0
